property_type,society,sector,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,pooja room,store room,others,furnishing_type,luxury_score
flat,pareena coban residences,sector 99a,1.45,7260.0,1997.0,3,5,3,11.0,Relatively New,1759.4713656387664,0,1,0,0,1,0,49
flat,parsvnath green ville,sector 48,1.6,8376.0,1910.0,3,3,3+,8.0,Old Property,1895.0,0,0,0,0,1,0,49
flat,emaar mgf the palm drive,sector 66,2.99,14950.0,2000.0,3,3,3,7.0,Relatively New,2000.0,0,1,0,0,0,0,49
flat,conscient heritage max,sector 102,1.9,9783.0,1942.0,3,4,3+,20.0,Relatively New,1711.0132158590309,0,1,0,0,0,2,165
flat,emaar mgf emerald estate,sector 65,1.75,12544.0,1395.0,3,3,3,10.0,Relatively New,1.9790441176470588,0,1,0,0,0,0,124
flat,dlf regal gardens,sector 90,1.3,7150.0,1818.0,3,3,3+,7.0,Relatively New,1700.0,0,0,0,0,0,2,141
flat,ireo victory valley,sector 67,2.95,12235.0,2411.0,3,3,3,10.0,Relatively New,2411.0,0,1,0,0,0,0,174
flat,m3m merlin,sector 67,3.4,14418.0,2358.0,3,4,3,16.0,Relatively New,2358.0,0,1,0,0,0,0,174
flat,m3m merlin,sector 67,3.32,14079.0,2358.0,3,4,3,8.0,New Property,2358.0,0,1,0,0,0,0,174
flat,bestech park view residency,sector 1,0.95,6713.0,1415.0,2,2,3,1.0,Moderately Old,1246.6960352422907,0,0,0,0,0,0,82
flat,m3m skywalk,sector 74,1.55,13790.0,1124.0,2,2,3+,18.0,Relatively New,1300.0,0,0,0,0,1,2,137
flat,m3m skywalk,sector 74,1.54,10814.0,1424.0,2,2,3+,15.0,Relatively New,1200.0,0,0,0,0,1,2,137
flat,m3m skywalk,sector 74,2.45,12140.0,2018.0,3,3,3+,25.0,Relatively New,1800.0,1,0,0,0,0,2,137
flat,puri emerald bay,sector 104,2.6,15160.0,1715.0,3,4,3+,5.0,Relatively New,1715.0,1,1,0,0,0,2,81
flat,ss the leaf,sector 85,1.83,7610.0,2405.0,3,4,3,9.0,Relatively New,1925.0,0,0,0,0,0,2,49
flat,ss the leaf,sector 85,1.09,6661.0,1636.0,2,2,3,5.0,Relatively New,1475.0,0,0,0,0,0,2,49
flat,ss the leaf,sector 85,1.87,7780.0,2404.0,3,4,3,7.0,Relatively New,2225.0,0,0,0,0,0,2,49
flat,ss the leaf,sector 85,1.05,6163.0,1704.0,2,2,3+,7.0,Relatively New,1472.2466960352422,0,0,0,1,0,2,144
flat,ss the leaf,sector 85,1.77,7350.0,2408.0,3,4,3+,7.0,New Property,2121.5859030837005,0,0,0,1,0,2,107
flat,m3m skywalk,sector 74,2.2,10901.0,2018.0,3,3,3,12.0,New Property,1777.9735682819382,1,0,0,0,0,0,15
flat,ansal api celebrity suites,sector 2,0.6,8163.0,735.0,1,1,1,5.0,Moderately Old,647.5770925110132,0,0,0,0,0,0,88
flat,cghs airport apartment,sector 47,1.8,6000.0,3000.0,4,4,3+,4.0,Moderately Old,1.9790441176470588,0,0,0,1,0,0,120
flat,sbr minda sec-1 imt manesar,sector 1 imt manesar,0.64,4193.0,1526.0,3,2,3+,6.0,Old Property,1808.0568720379147,0,0,0,0,0,2,51
flat,prasha apartments,sector 1 imt manesar,0.75,3309.0,2267.0,3,3,3+,3.0,Moderately Old,1863.4361233480176,0,1,0,0,0,2,31
flat,m3m golfestate,sector 65,4.95,15906.0,3112.0,3,3,3,10.0,Relatively New,2741.850220264317,0,1,0,0,0,0,82
flat,experion windchants,sector 112,4.25,11294.0,3763.0,3,5,2,15.0,Relatively New,3000.0,0,1,1,0,0,2,72
flat,experion windchants,sector 112,5.31,11204.0,4739.0,4,6,3+,15.0,Relatively New,3573.33,0,1,1,0,0,2,72
flat,emaar gurgaon greens,sector 102,1.4,8484.0,1650.0,3,3,3,10.0,Relatively New,1300.0,0,1,0,0,0,2,46
flat,experion windchants,sector 112,2.8,11470.0,2441.0,2,3,2,9.0,Relatively New,2441.0,1,1,0,0,0,2,137
flat,indiabulls enigma,sector 110,4.1,10567.0,3880.0,5,5,2,10.0,Relatively New,3500.0,0,1,0,0,0,2,159
flat,indiabulls enigma,sector 110,3.4,10000.0,3400.0,4,5,3,10.0,Relatively New,3000.0,0,1,0,0,0,2,152
flat,ireo skyon,sector 60,3.05,12788.0,2385.0,3,3,3,9.0,Relatively New,2300.0,0,1,0,0,0,0,165
flat,tata primanti,sector 72,4.25,13076.0,3250.0,4,4,3+,0.0,Relatively New,2863.4361233480176,0,1,0,0,0,0,174
flat,vatika independent floors,sector 82,1.16,6987.0,1660.0,3,3,3+,1.0,Relatively New,1966.8246445497632,0,1,1,1,0,0,151
flat,citizen apartment,sector 51,3.55,6826.0,5201.0,5,6,3+,11.0,Moderately Old,5200.0,1,1,1,1,0,0,157
flat,adani m2k oyster grande,sector 102,1.8,9528.0,1889.0,3,4,3,17.0,Relatively New,1664.3171806167402,0,1,0,0,0,2,49
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514.0,1128.0,3,3,3+,1.0,Relatively New,1.9790441176470588,0,0,0,0,0,2,49
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,824.0,2,2,3,0.0,Relatively New,1.9790441176470588,0,0,0,0,0,2,49
flat,emaar gurgaon greens,sector 102,1.52,9212.0,1650.0,3,3,3,7.0,Relatively New,1.9790441176470588,0,1,0,0,0,0,137
flat,kiran residency,sector 56,1.55,6888.0,2250.0,3,3,3+,5.0,Moderately Old,1900.0,0,1,1,0,0,0,92
flat,dlf the ultima,sector 81,2.4,11412.0,2103.0,3,3,3+,12.0,Relatively New,1650.0,0,1,0,0,0,1,49
flat,dlf the ultima,sector 81,2.35,11174.0,2103.0,3,3,3+,14.0,Relatively New,1550.0,1,1,1,0,1,1,49
flat,dlf the ultima,sector 81,2.28,10841.0,2103.0,3,3,3+,14.0,Relatively New,1750.0,0,1,0,0,0,1,49
flat,ss the coralwood,sector 84,1.1,4857.0,2265.0,3,3,2,9.0,Relatively New,1541.8502202643172,0,0,0,0,0,2,75
flat,dlf the ultima,sector 81,2.3,10936.0,2103.0,3,3,3+,19.0,Relatively New,1617.0,1,1,1,0,1,1,49
flat,m3m woodshire,sector 107,1.35,5717.0,2361.0,3,4,3+,8.0,Relatively New,1950.0,0,1,0,0,0,0,74
flat,puri emerald bay,sector 104,2.45,10000.0,2450.0,3,4,3+,14.0,Relatively New,1.9790441176470588,0,1,0,0,0,0,56
flat,m3m woodshire,sector 107,0.9,5867.0,1534.0,2,2,3,8.0,Relatively New,1.9790441176470588,1,0,0,0,0,0,74
flat,emaar mgf emerald floors premier,sector 65,2.8,14177.0,1975.0,4,4,3,2.0,Relatively New,2340.047393364929,1,1,0,0,0,0,108
flat,eros wembley estate,sector 50,1.4,10174.0,1376.0,3,3,2,9.0,Relatively New,1212.3348017621145,0,0,0,1,0,0,117
flat,bestech park view residency,sector 1,1.36,7646.0,1779.0,3,3,3+,5.0,Moderately Old,1568.2819383259912,0,0,0,0,0,2,84
flat,bestech park view residency,sector 1,0.98,6961.0,1408.0,2,2,3,0.0,Moderately Old,1246.6960352422907,0,0,0,0,0,2,85
flat,bestech park view residency,sector 1,0.56,8632.0,649.0,1,1,2,6.0,Moderately Old,771.3270142180095,0,0,0,0,0,2,77
flat,alpha corp gurgaonone,sector 84,2.2,7586.0,2900.0,4,4,3,10.0,Relatively New,3436.0189573459716,0,1,0,0,0,2,21
flat,deepak minda,sector 1a imt manesar,1.2,4528.0,2650.0,3,3,3+,6.0,Moderately Old,3139.8104265402844,0,1,0,0,0,2,7
flat,indiabulls centrum park,sector 103,1.33,8580.0,1550.0,3,3,3+,8.0,Relatively New,1.9790441176470588,1,0,0,0,0,2,150
flat,imperia the esfera,sector 37c,0.87,5513.0,1578.0,2,3,3+,9.0,New Property,1390.308370044053,1,0,0,0,0,2,49
flat,ss the leaf,sector 85,1.09,6666.0,1635.0,2,2,3,9.0,Relatively New,1638.0,0,0,0,1,0,2,174
flat,emaar mgf the palm drive,sector 66,3.0,15384.0,1950.0,3,3,2,12.0,Relatively New,1950.0,0,1,0,0,0,2,96
flat,emaar palm gardens,sector 83,1.75,9210.0,1900.0,3,3,3+,11.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,120
flat,emaar palm gardens,sector 83,1.75,9210.0,1900.0,3,3,3,6.0,Relatively New,1.9790441176470588,0,1,0,0,0,0,105
flat,ireo skyon,sector 60,3.8,13571.0,2800.0,4,5,3,15.0,Moderately Old,2791.0,0,1,0,0,0,0,145
flat,dlf the ultima,sector 81,3.5,11686.0,2995.0,4,5,3+,7.0,Relatively New,2995.0,0,1,0,0,0,1,174
flat,dlf regal gardens,sector 90,1.78,8036.0,2215.0,4,4,3+,8.0,Relatively New,2000.0,0,0,0,0,0,2,126
flat,ss the leaf,sector 85,1.08,6585.0,1640.0,2,2,3,8.0,New Property,1200.0,1,1,1,1,0,0,157
flat,ss the leaf,sector 85,2.03,7230.0,2808.0,4,4,3+,3.0,Relatively New,2225.0,0,0,0,0,1,2,49
flat,ss the leaf,sector 85,1.12,6453.0,1736.0,2,2,3,10.0,Relatively New,1485.0,0,0,0,0,1,2,49
flat,ss the leaf,sector 85,2.0,6578.0,3040.0,4,5,3+,1.0,Relatively New,2477.533039647577,0,1,0,1,0,2,106
flat,ss the leaf,sector 85,1.04,5973.0,1741.0,2,3,3+,4.0,Relatively New,1533.920704845815,0,0,0,1,0,2,113
flat,orris aster court premier,sector 85,1.25,5896.0,2120.0,3,4,2,5.0,Relatively New,1900.0,0,1,0,0,0,0,174
flat,ireo skyon,sector 60,2.05,15185.0,1350.0,2,3,2,2.0,Relatively New,1520.0,0,0,0,1,0,0,174
flat,tata primanti,sector 72,3.19,12152.0,2625.0,4,5,3+,20.0,Relatively New,2312.775330396476,0,1,0,0,0,0,159
flat,tata primanti,sector 72,3.85,13253.0,2905.0,4,5,3+,13.0,Relatively New,2559.4713656387667,0,1,0,0,0,0,174
flat,tata primanti,sector 72,3.2,12190.0,2625.0,4,4,3+,8.0,Moderately Old,2600.0,0,1,0,0,0,0,168
flat,antriksh heights,sector 84,0.89,4370.0,2037.0,3,3,3,8.0,Relatively New,1784.1409691629956,0,0,1,0,0,2,67
flat,antriksh heights,sector 84,0.49,4355.0,1125.0,2,2,2,16.0,Relatively New,991.1894273127754,0,0,0,0,0,2,66
flat,shree vardhman victoria,sector 70,1.65,8461.0,1950.0,3,4,3,12.0,Relatively New,1718.0616740088105,0,1,0,1,0,2,56
flat,bestech park view grand spa,sector 81,2.35,8834.0,2660.0,3,4,3+,10.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,109
flat,bestech park view ananda,sector 81,1.4,7734.0,1810.0,3,3,3+,6.0,Relatively New,1.9790441176470588,0,0,0,0,0,2,95
flat,mapsko royale ville,sector 82,0.97,5418.0,1790.0,3,4,2,16.0,Relatively New,1577.092511013216,0,1,0,0,0,2,95
flat,the close north,sector 50,2.35,11358.0,2069.0,3,3,3,8.0,Moderately Old,1900.0,0,0,0,0,0,0,49
flat,bestech park view spa next,sector 67,3.32,12599.0,2635.0,4,5,3+,12.0,Moderately Old,2321.5859030837005,0,1,0,0,0,0,174
flat,vatika gurgaon,sector 83,1.25,6313.0,1980.0,3,3,2,12.0,Moderately Old,1700.0,0,1,0,0,0,2,95
flat,m3m merlin,sector 67,2.8,13678.0,2047.0,3,3,3,5.0,Moderately Old,2047.0,0,1,0,0,0,1,26
flat,m3m latitude,sector 65,4.7,19747.0,2380.0,3,3,3+,9.0,Relatively New,2380.0,0,1,1,0,0,0,44
flat,emaar gurgaon greens,sector 102,1.3,7878.0,1650.0,3,3,3,7.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,93
flat,umang monsoon breeze,sector 78,0.62,5004.0,1239.0,2,2,1,7.0,Moderately Old,1115.0,0,0,0,1,0,2,111
flat,umang monsoon breeze,sector 78,0.8,4836.0,1654.0,3,2,2,7.0,Moderately Old,1472.0,0,0,1,0,0,2,102
flat,emaar palm gardens,sector 83,1.73,9105.0,1900.0,3,3,3,5.0,Relatively New,1600.0,0,1,0,0,0,0,174
flat,bestech spa signature,sector 81,4.45,10595.0,4200.0,4,4,3+,8.0,Relatively New,3850.0,1,1,1,0,1,0,49
flat,bestech park view grand spa,sector 81,2.3,8646.0,2660.0,3,4,3+,7.0,Relatively New,2280.0,0,1,0,0,0,0,49
flat,dlf the ultima,sector 81,2.2,10461.0,2103.0,3,3,3+,5.0,Relatively New,1570.0,1,1,1,0,1,1,49
flat,dlf the ultima,sector 81,2.12,10080.0,2103.0,3,3,3+,9.0,Relatively New,1650.0,1,1,1,0,1,1,49
flat,dlf the ultima,sector 81,2.25,10699.0,2103.0,3,3,3+,11.0,Relatively New,1600.0,1,1,1,0,1,1,49
flat,bestech park view sanskruti,sector 92,1.9,8172.0,2325.0,4,4,3+,10.0,Relatively New,1920.0,1,1,1,0,1,2,49
flat,bestech spa signature,sector 81,4.4,12571.0,3500.0,4,4,3+,6.0,New Property,3700.0,1,1,1,0,1,1,49
flat,swarn jayanti cghs,sector 54,1.75,7608.0,2300.0,4,3,3+,3.0,Old Property,1900.0,0,0,0,0,1,0,26
flat,aipl the peaceful homes,sector 70a,2.8,11914.0,2350.0,3,4,3,22.0,Relatively New,2350.0,0,1,0,0,0,2,49
flat,ambience creacions,sector 22,4.63,14983.0,3090.0,3,5,3+,5.0,New Property,2722.466960352423,0,1,0,0,1,2,120
flat,m3m the marina,sector 68,1.32,8759.0,1507.0,2,2,3,15.0,Relatively New,1327.7533039647576,1,0,0,0,0,2,120
flat,chd avenue,sector 71,1.16,6655.0,1743.0,3,3,3,5.0,Moderately Old,1535.6828193832598,0,1,0,0,0,0,73
flat,signature global solera,sector 107,0.27,5521.0,489.0,2,2,2,0.0,Relatively New,579.3838862559242,0,0,0,0,0,2,45
flat,signature global solera,sector 107,0.28,5674.0,493.0,2,2,2,6.0,Relatively New,579.3838862559242,0,0,0,0,0,2,45
flat,emaar palm heights,sector 77,1.79,8839.0,2025.0,3,3,3,1.0,New Property,1600.0,0,1,0,0,0,0,49
flat,emaar mgf palm hills,sector 77,1.55,7948.0,1950.0,4,4,3+,2.0,Relatively New,1800.0,1,1,0,0,0,1,49
flat,dlf the skycourt,sector 86,1.55,8035.0,1929.0,3,3,3+,12.0,Relatively New,1500.0,0,0,0,0,1,1,166
flat,la vida by tata housing,sector 113,3.35,16750.0,2000.0,3,4,3+,12.0,New Property,2200.0,1,1,0,0,0,2,174
flat,emaar mgf the palm drive,sector 66,3.5,16470.0,2125.0,3,4,3,6.0,Relatively New,2150.0,0,1,0,0,0,2,68
flat,parsvnath exotica,sector 53,4.8,16580.0,2895.0,3,4,3+,8.0,Relatively New,2500.0,0,1,1,0,1,0,174
flat,shree arihant apartment,sector 54,1.5,8108.0,1850.0,3,3,3+,4.0,Moderately Old,1700.0,0,0,1,0,0,0,75
flat,la vida by tata housing,sector 113,2.78,10334.0,2690.0,3,4,3+,5.0,Relatively New,2350.0,0,1,0,0,0,2,174
flat,mahindra aura,sector 110 a,2.25,9266.0,2428.0,4,4,3+,2.0,Relatively New,2350.0,0,1,0,0,0,2,152
flat,aipl the peaceful homes,sector 70a,2.55,11860.0,2150.0,3,3,3,20.0,New Property,2000.0,0,1,1,0,1,0,150
flat,vatika gurgaon,sector 83,1.25,7812.0,1600.0,4,4,3,12.0,Moderately Old,1.9790441176470588,0,1,0,0,0,2,103
flat,vatika gurgaon,sector 83,0.85,8947.0,950.0,2,2,2,18.0,Moderately Old,1100.0,0,0,1,0,0,0,119
flat,krrish provence estate,sector 61,5.25,9051.0,5800.0,4,5,3+,2.0,New Property,5110.132158590308,1,1,1,0,0,2,49
flat,godrej aria,sector 79,1.3,9622.0,1351.0,2,4,2,3.0,Relatively New,1190.308370044053,0,0,0,0,0,2,53
flat,sare green parc phase 3,sector 92,0.75,7142.0,1050.0,3,2,2,3.0,New Property,1298.0,0,0,0,0,0,2,121
flat,ireo victory valley,sector 67,3.65,13528.0,2698.0,3,4,3+,18.0,Relatively New,2490.0,0,1,1,0,0,0,61
flat,dlf new town heights,sector 90,1.65,5683.0,2903.0,4,4,3+,7.0,Moderately Old,2402.643171806167,0,0,0,0,0,2,117
flat,dlf new town heights,sector 90,1.25,6476.0,1930.0,3,3,3+,17.0,Relatively New,1700.0,0,1,1,0,0,2,65
flat,dlf new town heights,sector 90,1.42,4864.0,2919.0,4,4,3+,8.0,Moderately Old,2082.819383259912,0,1,0,1,0,2,31
flat,dlf regal gardens,sector 90,1.27,5499.0,2310.0,3,3,3+,2.0,Relatively New,1500.0,0,0,0,0,1,2,72
flat,dlf regal gardens,sector 90,1.65,7449.0,2215.0,4,4,3+,8.0,Relatively New,1900.0,0,0,0,0,1,2,79
flat,dlf regal gardens,sector 90,1.24,7065.0,1755.0,3,3,3+,9.0,Relatively New,1600.0,0,0,0,0,1,2,72
flat,the close north,sector 50,2.7,9980.0,2705.0,3,3,3+,3.0,Moderately Old,2295.1541850220265,0,1,0,0,0,2,117
flat,bptp terra,sector 37d,1.98,9036.0,2191.0,3,3,3+,12.0,New Property,1930.396475770925,1,0,0,0,0,0,49
flat,experion windchants,sector 112,2.5,13888.0,1800.0,2,2,3,10.0,Relatively New,1939.03,1,0,1,0,0,0,174
flat,emaar mgf emerald floors premier,sector 65,2.29,13878.0,1650.0,3,4,3+,2.0,Relatively New,1954.9763033175357,1,1,0,0,0,1,174
flat,m3m merlin,sector 67,2.98,14557.0,2047.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,0,49
flat,emaar palm gardens,sector 83,1.35,12325.0,1095.0,3,3,3,7.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,24
flat,shri banke bihari society,sector 56,1.37,9133.0,1500.0,3,3,3+,2.0,Old Property,1450.0,0,0,0,0,1,2,174
flat,kiran residency,sector 56,1.55,7750.0,2000.0,3,3,3+,5.0,Old Property,1800.0,0,1,1,0,1,2,166
flat,ambience lagoon,dlf phase 3,4.25,13281.0,3200.0,3,4,3+,3.0,Old Property,3200.0,0,1,1,0,0,0,143
flat,vatika the seven lamps,sector 82,1.28,6819.0,1877.0,3,3,3,3.0,Relatively New,1800.0,1,0,0,0,0,0,165
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,17285.0,1128.0,3,3,3,12.0,New Property,1.9790441176470588,0,0,0,1,0,2,72
flat,bestech park view grand spa,sector 81,2.35,8834.0,2660.0,3,4,3+,6.0,Relatively New,1.9790441176470588,0,1,0,0,0,0,101
flat,m3m golfestate,sector 65,5.0,18518.0,2700.0,3,3,3+,28.0,Relatively New,2800.0,0,1,1,0,0,0,165
flat,imperia the esfera,sector 37c,0.99,5500.0,1800.0,3,3,1,10.0,New Property,1599.1189427312775,0,1,0,0,0,2,49
flat,dlf new town heights,sector 90,1.95,7150.0,2727.0,4,4,3+,24.0,Relatively New,1.9790441176470588,0,1,0,1,0,2,174
flat,bestech park view grand spa,sector 81,3.3,12222.0,2700.0,4,5,3+,4.0,Relatively New,2700.0,1,1,0,0,0,0,174
flat,ireo victory valley,sector 67,4.75,13929.0,3410.0,4,4,3+,0.0,Relatively New,3200.0,1,1,1,1,0,0,165
flat,m3m skywalk,sector 74,1.5,12500.0,1200.0,2,2,3,17.0,Relatively New,1300.0,0,0,0,1,0,2,174
flat,dlf new town heights,sector 90,1.54,6514.0,2364.0,4,4,3+,12.0,Moderately Old,2200.0,0,1,1,0,0,0,111
flat,dlf new town heights,sector 86,1.27,6580.0,1930.0,3,4,3,19.0,Relatively New,1800.0,0,1,1,0,0,2,126
flat,dlf regal gardens,sector 90,1.17,6708.0,1744.0,3,3,3,15.0,Relatively New,1630.0,0,0,0,0,0,0,136
flat,dlf the primus,sector 82a,1.8,13846.0,1300.0,3,3,3+,10.0,Relatively New,1.9790441176470588,0,1,0,0,0,1,174
flat,ansal housing highland park,sector 103,0.8,5878.0,1361.0,2,2,3,3.0,New Property,1089.0,0,0,1,0,0,2,174
flat,bestech park view city,sector 48,1.76,9909.0,1776.0,3,3,3+,9.0,Moderately Old,1576.0,0,1,1,0,0,0,158
flat,conscient heritage max,sector 102,2.22,13875.0,1600.0,3,4,3+,15.0,Relatively New,2000.0,1,1,0,0,0,2,82
flat,dlf regency park,sector 28,1.24,12400.0,1000.0,2,2,3+,19.0,Moderately Old,1050.0,0,0,1,0,0,0,157
flat,godrej,sector 79,1.12,7146.0,1567.0,2,2,3,6.0,Relatively New,1325.0,1,0,0,0,0,2,49
flat,adani m2k oyster grande,sector 102,1.9,14074.0,1350.0,3,4,3,21.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,60
flat,dlf regency park,sector 28,1.35,11739.0,1150.0,2,2,2,14.0,Old Property,1120.0,0,0,0,1,0,2,66
flat,ats kocoon,sector 109,2.22,10596.0,2095.0,3,3,3,20.0,Relatively New,1845.8149779735684,0,1,0,0,1,2,79
flat,experion the heartsong,sector 108,0.9,7014.0,1283.0,2,3,3,7.0,Relatively New,1130.396475770925,0,1,0,0,1,2,72
flat,ats tourmaline,sector 109,1.75,8139.0,2150.0,3,4,3+,2.0,Relatively New,1894.273127753304,0,1,0,0,1,2,65
flat,orris aster court,sector 85,0.67,5825.0,1150.0,2,2,2,5.0,Relatively New,1250.0,0,0,0,0,1,0,174
flat,ireo victory valley,sector 67,2.95,12110.0,2436.0,3,3,3+,14.0,Moderately Old,2236.0,0,1,1,0,0,0,165
flat,pioneer park,sector 61,2.04,14623.0,1395.0,3,3,3+,16.0,Moderately Old,1595.0,0,1,0,0,0,0,165
flat,alpha corp gurgaonone,sector 84,2.24,6523.0,3434.0,4,4,3,12.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,20
flat,godrej icon,sector 88a,1.31,8100.0,1617.0,2,2,3+,3.0,Relatively New,1424.6696035242292,1,0,0,0,0,2,102
flat,emaar mgf emerald estate,sector 65,1.7,21013.0,809.0,3,3,3,7.0,Relatively New,1.9790441176470588,1,0,0,0,0,0,116
flat,vatika gurgaon,sector 83,1.19,7437.0,1600.0,3,3,2,10.0,Relatively New,1895.7345971563982,0,1,0,0,0,0,35
flat,emaar palm heights,sector 77,1.75,11666.0,1500.0,3,3,3+,11.0,Relatively New,1900.0,0,1,0,0,0,2,94
flat,vatika gurgaon,sector 83,1.12,6455.0,1735.0,3,3,2,17.0,Moderately Old,1500.0,0,0,0,0,0,0,111
flat,green campus chs,sector 1a imt manesar,0.92,4022.0,2287.0,3,3,3+,8.0,Moderately Old,1.9790441176470588,0,1,0,0,0,2,5
flat,green campus chs,sector 1a imt manesar,0.9,3935.0,2287.0,3,3,3+,6.0,Moderately Old,2014.9779735682819,0,1,0,0,0,2,5
flat,puri emerald bay,sector 104,2.3,9387.0,2450.0,3,4,3+,10.0,Moderately Old,2158.590308370044,0,1,0,0,0,2,101
flat,puri emerald bay,sector 104,1.58,9117.0,1733.0,2,3,3,11.0,Relatively New,1497.7973568281939,0,1,0,0,0,2,101
flat,indiabulls enigma,sector 110,4.25,10953.0,3880.0,5,5,3+,4.0,Relatively New,3418.5022026431716,0,1,0,0,0,2,101
flat,bestech park view sanskruti,sector 92,1.68,11052.0,1520.0,3,4,3+,15.0,Relatively New,1.9790441176470588,0,1,0,0,0,0,174
flat,ireo victory valley,sector 67,4.55,14536.0,3130.0,4,4,3+,19.0,Relatively New,2757.7092511013216,0,1,0,0,0,0,156
flat,bestech park view spa next,sector 67,2.85,12127.0,2350.0,4,4,3+,5.0,Moderately Old,2070.4845814977975,0,1,1,0,0,0,149
flat,bestech park view spa next,sector 67,2.35,12144.0,1935.0,3,4,3+,14.0,Moderately Old,1704.8458149779735,0,1,0,0,0,0,156
flat,dlf the ultima,sector 81,2.3,10994.0,2092.0,3,4,3+,6.0,New Property,1843.171806167401,0,1,0,0,0,1,167
flat,dlf the ultima,sector 81,2.26,10761.0,2100.0,3,4,3+,17.0,New Property,1850.2202643171806,0,1,0,0,0,1,174
flat,ambience creacions,sector 22,4.78,15469.0,3090.0,3,4,3,7.0,Relatively New,2500.0,0,1,0,0,1,1,111
flat,tulip ivory,sector 70,2.0,8333.0,2400.0,4,5,3+,7.0,Moderately Old,1.9790441176470588,0,1,0,0,0,0,174
flat,ireo skyon,sector 60,3.75,13392.0,2800.0,4,4,3,12.0,Relatively New,2650.0,0,1,0,0,0,0,49
flat,ambience creacions,sector 22,6.16,20533.0,3000.0,4,5,3+,10.0,New Property,3554.5023696682465,0,1,1,0,0,0,49
flat,m3m golfestate,sector 65,5.3,24211.968935587025,2189.0,3,3,3,38.0,Moderately Old,2189.0,0,1,0,0,0,1,49
flat,umang winter hills,sector 77,0.75,5588.0,1342.0,2,2,2,8.0,Relatively New,1140.0,0,0,0,1,0,0,102
flat,mapsko mount ville,sector 79,1.25,8389.0,1490.0,3,3,3,18.0,Relatively New,1058.0,1,0,0,0,0,0,102
flat,godrej,sector 79,2.0,8474.0,2360.0,3,4,3+,9.0,Relatively New,1963.0,0,1,0,0,0,2,108
flat,mapsko mount ville,sector 79,1.3,8724.0,1490.0,3,3,3,19.0,Relatively New,1176.0,0,0,0,1,0,0,102
flat,city heights,sector 39,1.75,8750.0,2000.0,3,4,3,3.0,Old Property,2369.6682464454975,0,1,0,0,0,1,42
flat,kw royal court,sector 39,2.0,6250.0,3200.0,5,4,3,9.0,Old Property,3791.4691943127964,0,1,0,0,0,1,49
flat,shree vardhman victoria,sector 70,1.78,9128.0,1950.0,3,3,3+,7.0,Relatively New,1718.0616740088105,0,1,0,0,1,2,49
flat,alpha corp gurgaonone,sector 84,1.15,7496.0,1534.0,2,2,3,14.0,Relatively New,1.9790441176470588,1,0,0,0,0,2,28
flat,cghs airport apartment,sector 47,1.65,7857.0,2100.0,3,3,3,1.0,Old Property,1.9790441176470588,0,0,0,0,1,0,136
flat,gls avenue 51,sector 92,0.21,6953.0,302.0,1,1,1,0.0,Relatively New,357.81990521327015,0,0,0,0,0,2,63
flat,kamroon court,sector 43,2.75,13750.0,2000.0,3,4,3+,5.0,Moderately Old,2369.6682464454975,0,1,0,0,1,0,49
flat,bestech park view spa next,sector 67,2.72,11574.0,2350.0,4,4,3+,0.0,Relatively New,2250.0,0,1,1,0,0,0,128
flat,unitech uniworld gardens,sector 47,2.4,11505.0,2086.0,3,4,3+,10.0,Moderately Old,1.9790441176470588,0,1,0,0,0,2,103
flat,tata primanti,sector 72,4.1,13725.0,2987.0,3,3,3,8.0,Moderately Old,2246.6960352422907,0,1,0,0,0,2,38
flat,chd avenue,sector 71,1.12,6215.0,1802.0,3,4,3,0.0,Moderately Old,1587.6651982378855,0,1,0,0,0,2,65
flat,shree vardhman flora,sector 90,0.65,4814.0,1350.0,2,2,3,10.0,Moderately Old,1189.4273127753304,1,0,0,0,0,0,83
flat,dlf the crest,sector 54,11.0,35483.87096774193,3100.0,4,5,3+,7.0,Relatively New,3672.9857819905214,1,1,1,0,0,2,49
flat,dlf regal gardens,sector 90,1.26,7403.0,1702.0,3,3,3,6.0,Relatively New,1.9790441176470588,0,0,0,0,1,0,28
flat,dlf regal gardens,sector 90,1.8,7223.0,2492.0,4,4,3+,7.0,Moderately Old,1951.5418502202642,0,0,0,0,0,2,38
flat,m3m golfestate,sector 65,5.9,17484.0,3375.0,3,3,3,18.0,Relatively New,2962.9955947136564,1,1,0,0,0,2,76
flat,bestech park view city,sector 49,2.9,12169.0,2383.0,4,4,3+,5.0,Moderately Old,2099.5594713656387,0,1,0,0,0,2,117
flat,dlf the skycourt,sector 86,1.59,8242.0,1929.0,3,3,3,17.0,Relatively New,1700.0,0,0,0,0,1,0,165
